profile,model,feature,eer_2019,eer_2021,generalization_gap,checkpoint
custom,resnet18,lfcc,0.1561835169794172,0.4651545579741997,0.30897104099478245,D:\Document\Four-year\Second semeter\Học sâu\BTL\Voice-Spoofing-Detection\outputs\checkpoints\resnet18_lfcc\best.ckpt
