profile,model,feature,accuracy,eer,num_samples,checkpoint
custom,cnn,lfcc,0.8194196835913922,0.14010809912080632,71237,D:\Document\Four-year\Second semeter\Học sâu\BTL\Voice-Spoofing-Detection\outputs\checkpoints\cnn_lfcc\best.ckpt
