profile,model,feature,epoch,train_loss,val_loss,val_accuracy,val_eer,lr
custom,resnet18,mfcc,1,0.21675646719827343,0.1398588983386136,0.9524633714377717,0.10110785019481008,0.001
custom,resnet18,mfcc,2,0.11171101751268332,0.23009098378299342,0.915834809209467,0.09531632061618224,0.001
custom,resnet18,mfcc,3,0.08560648943327655,0.0926010349466725,0.9652229914667525,0.05487654613058274,0.001
custom,resnet18,mfcc,4,0.07349303378609807,0.09576938297141316,0.9629689260988569,0.0670146463818615,0.001
custom,resnet18,mfcc,5,0.06358702270177591,0.08761319264258534,0.968604089518596,0.05094077458755297,0.001
custom,resnet18,mfcc,6,0.053775741030749044,0.10175177790950297,0.964015456448237,0.04521652165047523,0.001
custom,resnet18,mfcc,7,0.04879221363129627,0.09472893095695831,0.9671147963290936,0.0642730616300507,0.001
custom,resnet18,mfcc,8,0.04319938402109206,0.1273085428094436,0.9542344227982611,0.0674351341927845,0.001
custom,resnet18,mfcc,9,0.04269605458041079,0.08893168821387214,0.9711801642247625,0.06073535235076064,0.001
custom,resnet18,mfcc,10,0.03853128491787106,0.10714705673002475,0.9636531959426823,0.06787804755089087,0.001
custom,resnet18,mfcc,11,0.0366732469310733,0.09380770384134147,0.9650217356303333,0.04154425908808501,0.001
custom,resnet18,mfcc,12,0.03666348577571711,0.1266847664828923,0.9536306552890034,0.05925523103171882,0.001
custom,resnet18,mfcc,13,0.030801688769927293,0.12525282119077064,0.9592658187087425,0.06473840053534041,0.001
custom,resnet18,mfcc,14,0.031013766055452578,0.09218076873834719,0.9708179037192078,0.05476441839466599,0.001
custom,resnet18,mfcc,15,0.032495629984938296,0.06657607193884499,0.9767348253099339,0.03807382645034501,0.001
custom,resnet18,mfcc,16,0.019802860602284388,0.10357182211319989,0.9682015778457576,0.0345809682654216,0.0005
custom,resnet18,mfcc,17,0.017542812963243108,0.08669169159588705,0.9715424247303172,0.037300127470049044,0.0005
custom,resnet18,mfcc,18,0.02062292480848618,0.06187850128448951,0.978626630172275,0.029075373214616652,0.0005
custom,resnet18,mfcc,19,0.016688436302657324,0.07482336670994151,0.9756077926259862,0.03115538672204824,0.0005
custom,resnet18,mfcc,20,0.01642705820672584,0.08707843327209473,0.9723474480759942,0.03650400294256978,0.0005
custom,resnet18,mfcc,21,0.015632299138886238,0.11783149528474673,0.9666317823216873,0.05014465006007371,0.0005
custom,resnet18,mfcc,22,0.017767444621093448,0.07081137443295119,0.9787071325068427,0.037255276375682336,0.0005
custom,resnet18,mfcc,23,0.016447946568987706,0.13282388202051928,0.962123651585896,0.04207687463492478,0.0005
custom,resnet18,mfcc,24,0.01435592409382575,0.08134131454308599,0.9727902109161166,0.032215020230167105,0.0005
custom,resnet18,mfcc,25,0.014912255083844124,0.09045525319122151,0.9750442762840122,0.04581081625330433,0.0005
custom,resnet18,mfcc,26,0.016544810927365126,0.0872043841531957,0.9735147319272259,0.040619178863066305,0.0005
