profile,model,feature,epoch,train_loss,val_loss,val_accuracy,val_eer,lr
custom,cnn,spectrogram,25,0.0491318243854423,0.04389221573884582,0.985388826275962,0.009508643235384716,0.0005
custom,cnn,spectrogram,26,0.052044513217746696,0.019181300542558597,0.9929157945580421,0.010237491121313978,0.0005
custom,cnn,spectrogram,27,0.047705426136247515,0.026797563476788487,0.9895749476734825,0.012182951345645513,0.0005
custom,cnn,spectrogram,28,0.045387118272453994,5.6693765550895,0.9023506681693769,0.38530480296780467,0.0005
custom,cnn,spectrogram,29,0.047579431019787996,0.10556678995550779,0.9796329093543713,0.0346258193597883,0.0005
custom,cnn,spectrogram,30,0.0457973268240473,0.10617240079131132,0.9733537272580904,0.014150837117160343,0.0005
custom,cnn,spectrogram,31,0.040044780836020095,0.18260691041791713,0.9071405570761553,0.0172904841327108,0.00025
custom,cnn,spectrogram,32,0.0434888233133453,0.032590699266929334,0.98756238930929,0.011011190101609888,0.00025
custom,cnn,spectrogram,33,0.044420092778355236,0.015334312374219406,0.9958138786024795,0.008886325499811599,0.00025
custom,cnn,spectrogram,34,0.044678746104325553,0.04438215210185719,0.9836177749154725,0.006744632936390567,0.00025
custom,cnn,spectrogram,35,0.04288374194090084,0.22721450330355447,0.9679600708420544,0.025117176124403583,0.00025
custom,cnn,spectrogram,36,0.04340704412099012,0.028231522434552573,0.9904202221864434,0.007097844105763523,0.00025
custom,cnn,spectrogram,37,0.040074890550634026,0.06382292984858429,0.9822894863951055,0.019981690614475505,0.00025
custom,cnn,spectrogram,38,0.03934619460809738,0.12389170541949096,0.955079697311222,0.014548899380900003,0.00025
custom,cnn,spectrogram,39,0.041449847460157105,0.06917857193084627,0.975084527451296,0.014924536097456309,0.00025
custom,cnn,spectrogram,40,0.04169018044876972,0.029814905354597493,0.9894139430043472,0.007804266444509435,0.00025
custom,cnn,spectrogram,41,0.04222145904159398,0.012533168448318942,0.9954918692642086,0.008734944255088804,0.00025
custom,cnn,spectrogram,42,0.040739232134822556,0.04299214171121838,0.9853083239413943,0.011807314629089205,0.00025
custom,cnn,spectrogram,43,0.03917636910792502,0.015364828124187132,0.9949283529222347,0.009929131046307726,0.00025
custom,cnn,spectrogram,44,0.038143147677740914,0.03358638434663518,0.9876026404765739,0.009088155424461761,0.00025
custom,cnn,spectrogram,45,0.03930831579396089,0.014467582728009298,0.9949686040895186,0.009043304330095057,0.00025
custom,cnn,spectrogram,46,0.036351723222897175,0.021383800615257093,0.9931573015617453,0.013730349306237333,0.000125
custom,cnn,spectrogram,47,0.03596961177893605,0.3659891698597222,0.9644984704556432,0.06029803657821495,0.000125
custom,cnn,spectrogram,48,0.034112768394504125,0.020275755403414933,0.9921912735469328,0.009020878782911707,0.000125
custom,cnn,spectrogram,49,0.037702023450922224,0.01480211652607665,0.9950893575913702,0.011431677912532898,0.000125
custom,cnn,spectrogram,50,0.035884589353140366,0.015235547367031942,0.9947270970858155,0.007983670821976246,0.000125
