profile,model,feature,accuracy,eer,num_samples,checkpoint
custom,cnn,mfcc,0.8967530917921867,0.358092618760401,71237,D:\Document\Four-year\Second semeter\Học sâu\BTL\Voice-Spoofing-Detection\outputs\checkpoints\cnn_mfcc\best.ckpt
