profile,model,feature,eer_2021,accuracy,num_samples,eer_2019,generalization_gap,checkpoint
custom,cnn,mfcc,0.4834517842262033,0.8976560277077344,101921,0.358092618760401,0.12535916546580228,D:\Document\Four-year\Second semeter\Học sâu\BTL\Voice-Spoofing-Detection\outputs\checkpoints\cnn_mfcc\best.ckpt
