profile,model,feature,epoch,train_loss,val_loss,val_accuracy,val_eer,lr
custom,resnet18,spectrogram,1,0.17723422161442168,0.13857352494641076,0.9540734181291257,0.059653293295458425,0.001
custom,resnet18,spectrogram,2,0.07180769322212519,0.03309835679529226,0.9881661568185477,0.024298626049740916,0.001
custom,resnet18,spectrogram,3,0.057284012070502516,0.15106324941001448,0.962123651585896,0.0506436096836681,0.001
custom,resnet18,spectrogram,4,0.052755993167841124,0.08746176967680733,0.9673563033327967,0.017666120849267105,0.001
custom,resnet18,spectrogram,5,0.04627495316701954,0.7922559429762003,0.8131138303010788,0.23273194141447257,0.001
custom,resnet18,spectrogram,6,0.03978864715219577,0.023707463293565902,0.9921107712123651,0.010814957762520446,0.001
custom,resnet18,spectrogram,7,0.04032387824522125,0.03123497356429895,0.990259217517308,0.024651837219113872,0.001
custom,resnet18,spectrogram,8,0.03934159043551055,1.000265902025837,0.8193930123973595,0.17621829513456452,0.001
custom,resnet18,spectrogram,9,0.039213873975278354,0.013780541747995591,0.995129608758654,0.008953602141361653,0.001
custom,resnet18,spectrogram,10,0.03777354664225763,0.054248703891692424,0.9852680727741104,0.050127681278688524,0.001
custom,resnet18,spectrogram,11,0.036357178169737846,0.017918542970341966,0.9933988085654484,0.006654930747657162,0.001
custom,resnet18,spectrogram,12,0.03466426386322512,0.04206629077544952,0.9852278216068266,0.027881186423397732,0.001
custom,resnet18,spectrogram,13,0.0353815776333389,0.12125583707319425,0.9556029624859121,0.028346525328687387,0.001
custom,resnet18,spectrogram,14,0.032350722653681226,0.04325687771084456,0.9866768636290453,0.029333319814636123,0.001
custom,resnet18,spectrogram,15,0.03433908197685336,0.05171109972763415,0.9874013846401546,0.04354565996308272,0.001
custom,resnet18,spectrogram,16,0.02794959950025969,0.011371686985058554,0.9967396554500081,0.006851163086746659,0.0005
custom,resnet18,spectrogram,17,0.02682307065678122,0.029368320647930008,0.9889711801642248,0.00983942885757432,0.0005
custom,resnet18,spectrogram,18,0.027847356031596708,0.03864966863365953,0.9884881661568186,0.007849117538876137,0.0005
custom,resnet18,spectrogram,19,0.02822191116830864,0.20731357421838148,0.9454194171630977,0.041611535729635066,0.0005
custom,resnet18,spectrogram,20,0.0254897751871106,0.06375586228408285,0.9795121558525197,0.012979075873124774,0.0005
custom,resnet18,spectrogram,21,0.030377259869289925,0.01484218943696766,0.9950893575913702,0.0086452420663554,0.0005
custom,resnet18,spectrogram,22,0.025850018993067027,0.00935276427758026,0.9973031717919819,0.006744632936390567,0.0005
custom,resnet18,spectrogram,23,0.02768405061435333,0.10868093801320146,0.9688053453550153,0.02235316582540938,0.0005
custom,resnet18,spectrogram,24,0.025660269486683387,0.015733214310259862,0.9946063435839639,0.008269605349799092,0.0005
custom,resnet18,spectrogram,25,0.027703087220674452,0.018536533643957298,0.9936805667364353,0.012956650325941423,0.0005
custom,resnet18,spectrogram,26,0.024765482008269304,0.032009190425571855,0.9931573015617453,0.014335874285128457,0.0005
custom,resnet18,spectrogram,27,0.025616987777611136,0.09548955578060085,0.9701336338753824,0.016471934058048185,0.0005
custom,resnet18,spectrogram,28,0.025124551368828855,0.012803623179579266,0.9957736274351956,0.008931176594178301,0.0005
custom,resnet18,spectrogram,29,0.02812793624045737,0.011481566741795677,0.9966994042827242,0.00848826323607194,0.0005
custom,resnet18,spectrogram,30,0.026076365954266864,0.09976550242383014,0.985388826275962,0.03847188871408461,0.0005
custom,resnet18,spectrogram,31,0.02670673416572248,0.01724611661069893,0.9949283529222347,0.011577461571695029,0.00025
custom,resnet18,spectrogram,32,0.023941144596130667,0.013979079896673258,0.9958943809370472,0.010988764554426537,0.00025
custom,resnet18,spectrogram,33,0.024450515178813827,0.01709721544633029,0.9946868459185316,0.007518331916686533,0.00025
custom,resnet18,spectrogram,34,0.02325634782806544,0.014787288021876253,0.9952906134277895,0.006324145125467613,0.00025
custom,resnet18,spectrogram,35,0.022626933070315068,0.0178237555155986,0.9945258412493962,0.008690093160722102,0.00025
custom,resnet18,spectrogram,36,0.02226591578037445,0.04387195604359106,0.9886894219932378,0.014924536097456309,0.00025
custom,resnet18,spectrogram,37,0.02365305911737859,0.013078053386060537,0.9961358879407503,0.007383778633586425,0.00025
custom,resnet18,spectrogram,38,0.02105025308525191,0.015564643258039646,0.9950893575913702,0.007893968633242841,0.00025
custom,resnet18,spectrogram,39,0.023777236221754487,0.014934308237930443,0.9957333762679118,0.008998453235728355,0.00025
custom,resnet18,spectrogram,40,0.021511580250493836,0.034378527452972193,0.9923522782160683,0.015877815479922223,0.00025
custom,resnet18,spectrogram,41,0.022460278528731482,0.020794356138958425,0.9933988085654484,0.007428629727953127,0.00025
custom,resnet18,spectrogram,42,0.020715812189464874,0.014413103794748324,0.9955723715987763,0.0070081419170301175,0.00025
custom,resnet18,spectrogram,43,0.021537129572608088,0.011950705927977949,0.9964578972790211,0.0062792940311009095,0.00025
custom,resnet18,spectrogram,44,0.024161893204793956,0.017417438353457288,0.9954516180969248,0.010725361188608902,0.00025
custom,resnet18,spectrogram,45,0.021472894222460178,0.023144480212263344,0.9948881017549509,0.011426115531912872,0.00025
custom,resnet18,spectrogram,46,0.021086721860864577,0.011578935242720299,0.9967396554500081,0.006985716369846766,0.000125
custom,resnet18,spectrogram,47,0.020978020553141716,0.01389616918801839,0.9962163902753179,0.007406204180769776,0.000125
custom,resnet18,spectrogram,48,0.02011014724383681,0.013390934917397448,0.9963773949444534,0.008292030896982442,0.000125
custom,resnet18,spectrogram,49,0.019970090629700264,0.016791653146568723,0.9951698599259379,0.007938819727609542,0.000125
custom,resnet18,spectrogram,50,0.021318326886945866,0.014710230420242661,0.9955723715987763,0.006767058483573918,0.000125
