profile,model,feature,epoch,train_loss,val_loss,val_accuracy,val_eer,lr
custom,lcnn,spectrogram,1,1.3801763402091132,0.3307607208851397,0.8974400257607471,0.34372407156122364,0.001
custom,lcnn,spectrogram,2,0.31039366019908793,0.19756805455554147,0.9135807438415714,0.14123926460540331,0.001
custom,lcnn,spectrogram,3,0.22803866983141083,0.13384823314695615,0.9486395105458059,0.0905844245456732,0.001
custom,lcnn,spectrogram,4,0.1450759035381771,0.11207293921182206,0.9591853163741748,0.05819559752360001,0.001
custom,lcnn,spectrogram,5,0.10920881026015684,0.07166754311144669,0.9764933183062309,0.039996861127493136,0.001
custom,lcnn,spectrogram,6,0.10886963639933825,0.06837164576436391,0.9798341651907906,0.028279248687137333,0.001
custom,lcnn,spectrogram,7,0.13252471298026325,0.0431151669864943,0.9852680727741104,0.029893923289279263,0.001
custom,lcnn,spectrogram,8,0.1584526682858209,0.03980248505281109,0.9909434873611335,0.01932564654577574,0.001
custom,lcnn,spectrogram,9,0.14642348165489538,0.12264011349967475,0.9747222669457414,0.03301114475764637,0.001
custom,lcnn,spectrogram,10,0.19055070538423116,0.15344897742682928,0.9694493640315569,0.07769505086128184,0.001
custom,lcnn,spectrogram,11,0.19994836351925976,0.21250413104140606,0.9640557076155208,0.027858760876214382,0.001
custom,lcnn,spectrogram,12,0.2768809487234428,0.1353325446366765,0.9720254387377234,0.030600345628025178,0.001
custom,lcnn,spectrogram,13,0.24922582670588303,0.9169125839854338,0.8761471582675897,0.1252550949998282,0.001
custom,lcnn,spectrogram,14,0.28103403570240554,0.11764998459773754,0.9847045564321365,0.016802719680237735,0.001
custom,lcnn,spectrogram,15,0.2808178485708034,0.10499842073141598,0.9785863790049911,0.029428584383989608,0.001
custom,lcnn,spectrogram,16,0.0843408870027849,0.0695409473590163,0.9851473192722588,0.0549886738664995,0.0005
custom,lcnn,spectrogram,17,0.07535533555573251,0.0220720821811926,0.9941233295765577,0.012889373684391369,0.0005
custom,lcnn,spectrogram,18,0.06657401173895884,0.047660122716547765,0.9919497665432297,0.02115897903419046,0.0005
custom,lcnn,spectrogram,19,0.07043100471944193,0.027199314260920395,0.9928352922234744,0.012889373684391369,0.0005
custom,lcnn,spectrogram,20,0.061971120805229325,0.0435107521553239,0.9888504266623732,0.014285390400260452,0.0005
custom,lcnn,spectrogram,21,0.07031635251292523,0.06306292169663358,0.9839397842537434,0.020693640128900806,0.0005
custom,lcnn,spectrogram,22,0.06264291606239424,0.036232243359060105,0.9907019803574304,0.014038709381243587,0.0005
custom,lcnn,spectrogram,23,0.058593761798805245,0.04518272520320808,0.9908227338592819,0.018860307640486025,0.0005
custom,lcnn,spectrogram,24,0.06527385344364445,0.028243240556208683,0.9929962968926099,0.016561636246781593,0.0005
